customer,orders,total_items,discount,weekday,hour,Food,Fresh,Drinks,Home,Beauty,Health,Baby,Pets,num_orders
219,845,28.33333333333333,3.7266666666666666,3,22,21.85333333333333,30.100000000000005,10.766666666666666,18.766666666666666,0.0,0.0,18.516666666666666,0.0,3.0
222,854,40.0,31.68,6,13,16.744999999999997,39.11,10.105,25.22,8.825,0.0,0.0,0.0,2.0
227,862,29.5,22.63,4,9,11.855,51.375,0.0,18.42,12.505,5.84,0.0,0.0,2.0
229,868,26.5,1.49,3,23,12.84,37.395,25.365,19.915,4.48,0.0,0.0,0.0,2.0
232,872,26.33333333333333,1.4333333333333336,2,17,11.096666666666666,33.406666666666666,32.24,15.983333333333334,5.6933333333333325,1.586666666666667,0.0,0.0,3.0
233,875,55.66666666666666,3.653333333333333,3,12,29.55,40.08666666666667,20.55333333333333,7.0,2.81,0.0,0.0,0.0,3.0
238,903,29.166666666666668,3.2566666666666664,4,22,13.88,23.83666666666667,30.813333333333336,7.594999999999999,5.391666666666666,0.315,18.168333333333337,0.0,6.0
242,915,35.75,5.465,2,10,24.25,54.3925,10.6025,5.9775,4.78,0.0,0.0,0.0,4.0
252,941,24.571428571428573,4.038571428571428,2,16,19.062857142857144,29.56,39.81428571428573,9.042857142857144,1.16,0.0,0.0,0.2914285714285714,7.0
257,960,43.0,2.64,1,22,27.093333333333334,49.85666666666666,10.803333333333333,4.29,0.0,0.0,7.956666666666666,0.0,3.0
263,999,56.333333333333336,4.528333333333333,7,20,18.16333333333333,39.13666666666666,18.19333333333333,21.663333333333338,2.845,0.0,0.0,0.0,6.0
267,1008,26.0,1.955,1,23,6.93,28.07,37.145,15.545000000000002,10.505,0.0,0.0,1.805,2.0
277,1045,27.571428571428573,8.907142857142857,6,20,10.494285714285716,43.90428571428572,11.54857142857143,8.301428571428572,2.275714285714286,0.0,14.941428571428572,8.534285714285714,7.0
278,1052,56.0,6.82,2,20,19.91,32.62,15.01,5.01,26.71,0.0,0.73,0.0,1.0
292,1095,36.0,0.24,7,14,16.2,69.93,11.49,0.0,2.38,0.0,0.0,0.0,1.0
306,1135,49.5,2.825,7,21,41.195,36.86,21.950000000000003,0.0,0.0,0.0,0.0,0.0,2.0
317,1170,50.0,1.741428571428571,5,17,16.419999999999998,73.37428571428572,4.148571428571428,4.324285714285714,1.5671428571428572,0.0,0.0,0.1642857142857142,7.0
328,1219,29.666666666666668,1.1466666666666667,3,9,4.496666666666667,35.196666666666665,40.41,14.776666666666667,5.12,0.0,0.0,0.0,3.0
334,1230,61.0,2.13,7,21,16.54,72.28,2.63,8.56,0.0,0.0,0.0,0.0,1.0
335,1231,27.2,1.7079999999999995,4,21,29.794,35.944,21.56,9.498,1.82,1.386,0.0,0.0,5.0
339,1243,55.0,1.63,1,15,19.29,55.06,10.65,0.0,15.01,0.0,0.0,0.0,1.0
355,1274,28.5,2.3775,7,9,24.1275,28.03,12.175,27.045,8.412500000000001,0.2075,0.0,0.0,4.0
358,1282,50.25,3.055,1,21,12.965,43.7625,26.6675,14.7175,1.6675,0.22,0.0,0.0,4.0
363,1291,23.0,2.975,1,16,7.140000000000001,89.27833333333335,0.0,0.0,3.5816666666666666,0.0,0.0,0.0,6.0
364,1297,10.0,0.0,2,13,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
375,1331,34.833333333333336,7.223333333333333,7,21,24.68,33.89333333333334,8.815,27.45833333333333,3.0850000000000004,2.07,0.0,0.0,6.0
385,1360,43.333333333333336,6.343333333333334,1,20,23.46,35.913333333333334,35.70333333333333,4.92,0.0,0.0,0.0,0.0,3.0
387,1364,26.0,0.0,4,17,18.42,43.67,27.9,6.35,3.66,0.0,0.0,0.0,1.0
398,1398,37.0,92.0,4,12,0.0,89.33,10.67,0.0,0.0,0.0,0.0,0.0,1.0
416,1425,19.5,18.505,1,13,5.038333333333333,29.461666666666662,23.90333333333333,15.321666666666667,0.0,4.213333333333334,22.063333333333336,0.0,6.0
446,1556,41.0,3.88,1,19,39.63,37.83,5.54,12.96,4.05,0.0,0.0,0.0,1.0
452,1577,21.0,3.06,1,16,2.8,44.07,11.56,11.47,0.0,0.0,30.09,0.0,1.0
453,1578,49.66666666666666,4.963333333333334,6,21,23.03333333333333,42.92,18.116666666666664,11.48,1.51,2.936666666666667,0.0,0.0,3.0
460,1602,55.142857142857146,2.882857142857143,3,11,32.345714285714294,30.472857142857144,8.11142857142857,25.840000000000003,1.4,0.7728571428571429,1.0557142857142856,0.0,7.0
483,1680,59.0,3.71,7,22,17.34,44.06,27.97,0.0,10.64,0.0,0.0,0.0,1.0
491,1708,36.333333333333336,2.518333333333333,1,13,29.188333333333333,42.125,11.083333333333334,9.028333333333334,5.573333333333333,3.0,0.0,0.0,6.0
501,1740,83.33333333333333,2.76,6,13,22.80333333333333,52.64333333333334,15.996666666666664,4.736666666666667,3.823333333333333,0.0,0.0,0.0,3.0
503,1754,55.5,1.995,3,17,11.8725,51.932500000000005,17.035000000000004,7.375,0.2975,0.16,2.73,8.595,4.0
507,1762,11.0,4.04,7,11,10.15,47.53,37.47,4.85,0.0,0.0,0.0,0.0,1.0
514,1775,38.0,2.18,3,19,24.505,50.05,20.275,3.95,1.22,0.0,0.0,0.0,2.0
516,1778,39.0,1.05,2,23,16.78,25.79,23.5,4.95,3.27,2.65,23.05,0.0,1.0
526,1795,37.0,25.17,1,21,27.73,29.3,17.42,25.55,0.0,0.0,0.0,0.0,1.0
527,1796,121.8,6.247999999999999,7,21,14.75,40.35,12.346,11.292,6.544,0.072,14.65,0.0,5.0
543,1844,22.75,4.5175,1,11,3.6125,29.265,16.4475,13.325,0.24,0.0,37.1075,0.0,4.0
547,1853,126.0,1.34,7,14,15.21,27.22,32.6,9.3,0.0,0.0,0.0,15.67,1.0
559,1882,15.0,8.47,2,23,6.65,76.965,3.09,13.295,0.0,0.0,0.0,0.0,2.0
566,1899,55.0,1.95,6,15,5.78,34.89,34.23,12.57,12.53,0.0,0.0,0.0,1.0
576,1929,14.625,10.57875,7,22,3.42,83.1275,0.0,1.2,10.12375,2.12875,0.0,0.0,8.0
588,1964,63.0,2.36,2,22,26.93,26.42,34.22,10.4,0.0,0.0,0.0,0.0,1.0
600,1995,17.0,9.57,5,15,35.32,54.77,0.0,9.91,0.0,0.0,0.0,0.0,1.0
618,2051,123.33333333333331,2.95,1,22,17.266666666666666,50.10333333333333,5.116666666666667,9.436666666666666,6.669999999999999,0.42,10.986666666666666,0.0,3.0
623,2065,42.6,6.736,2,13,14.677999999999995,31.382,16.058,13.548000000000002,4.662000000000001,0.0,17.334,2.336,5.0
647,2134,26.714285714285715,1.9442857142857144,6,11,17.07857142857143,33.24714285714286,32.28714285714286,10.621428571428572,1.7957142857142856,0.0,4.972857142857143,0.0,7.0
654,2154,35.0,43.0,3,22,18.98,26.35,4.3,1.21,14.17,0.0,34.98,0.0,1.0
668,2224,37.75,5.86875,3,10,10.64125,57.5225,19.75,4.67,5.575,1.84125,0.0,0.0,8.0
676,2260,53.5,9.835,1,21,21.85,25.295,12.135,18.0775,1.4425,0.0,21.2,0.0,4.0
680,2268,40.333333333333336,7.2,2,18,15.47,47.34333333333333,17.796666666666667,16.373333333333335,3.02,0.0,0.0,0.0,3.0
682,2272,38.0,2.78,7,21,20.05,37.595,17.855,4.25,3.925,7.915,0.0,8.41,2.0
683,2274,47.0,0.2,3,12,15.11,59.315,22.805,1.315,1.455,0.0,0.0,0.0,2.0
692,2304,116.0,6.2825,2,22,26.46,42.94,17.72,5.102499999999999,5.2725,2.5125,0.0,0.0,4.0
693,2308,87.8,3.246,7,18,22.86,32.048,20.556,13.604,1.168,1.042,0.0,8.72,5.0
699,2322,32.333333333333336,13.216666666666669,2,10,21.166666666666668,50.23666666666666,18.316666666666663,5.216666666666667,5.056666666666666,0.0,0.0,0.0,3.0
710,2351,19.0,18.23,7,17,0.0,32.56,16.93,18.77,3.89,0.0,27.85,0.0,1.0
711,2352,26.33333333333333,0.9733333333333332,7,22,8.205,68.48,4.336666666666667,18.24833333333333,0.0,0.735,0.0,0.0,6.0
716,2364,29.4,12.102,1,10,17.235999999999997,54.56,16.700000000000003,5.708,5.792,0.0,0.0,0.0,5.0
719,2386,75.0,2.55,2,20,29.83,34.66,14.24,11.55,8.32,0.0,0.0,0.0,1.0
732,2428,30.0,17.165,2,12,30.07,28.395000000000003,22.705,7.73,0.0,0.0,0.0,11.1,2.0
734,2431,71.0,6.463333333333334,2,22,10.456666666666669,42.571666666666665,13.518333333333333,11.555,2.188333333333333,0.9133333333333334,18.79833333333333,0.0,6.0
737,2439,26.0,2.85,3,12,25.52,55.05,19.43,0.0,0.0,0.0,0.0,0.0,1.0
742,2453,27.0,0.79,5,3,33.55,38.64,11.29,8.85,0.0,0.0,0.0,7.67,1.0
743,2454,16.0,0.0,6,11,4.47,52.73,4.05,38.75,0.0,0.0,0.0,0.0,1.0
779,2558,46.0,3.186666666666667,2,10,38.88,36.845,18.06833333333333,2.596666666666667,1.143333333333333,0.0,2.4666666666666663,0.0,6.0
808,2615,27.666666666666668,2.1666666666666665,2,10,13.006666666666668,32.723333333333336,21.67333333333333,26.72333333333333,1.413333333333333,4.463333333333334,0.0,0.0,3.0
810,2621,27.0,2.5,4,22,16.4875,44.125,7.1375,14.2425,18.005,0.0,0.0,0.0,4.0
814,2636,29.0,3.1366666666666667,2,22,33.27,36.61666666666667,27.02333333333333,1.58,1.5066666666666666,0.0,0.0,0.0,3.0
818,2643,56.0,5.95,3,18,22.23,34.67,40.64,2.47,0.0,0.0,0.0,0.0,1.0
830,2679,17.0,24.02,7,21,13.62,75.38,11.0,0.0,0.0,0.0,0.0,0.0,1.0
854,2741,22.0,2.72,7,18,14.13,40.35,40.84,4.68,0.0,0.0,0.0,0.0,1.0
855,2742,32.333333333333336,6.71,3,17,23.936666666666667,28.99666666666667,30.796666666666663,12.006666666666666,4.263333333333333,0.0,0.0,0.0,3.0
868,2784,31.0,3.285,1,21,23.23,30.66,14.515,24.69,0.0,0.0,1.88,5.025,2.0
891,2843,56.0,7.238571428571428,7,16,14.69,21.775714285714287,15.05,8.017142857142856,1.24,1.61,37.62285714285714,0.0,7.0
916,2937,26.0,3.1300000000000003,7,13,16.215,34.275000000000006,17.18,8.407499999999999,1.0375,0.0,22.885,0.0,4.0
917,2941,64.33333333333333,7.641666666666668,2,10,18.28333333333333,46.37166666666666,18.716666666666665,13.608333333333334,1.87,0.0,0.0,1.1466666666666667,6.0
927,2968,40.333333333333336,6.325,1,13,13.685,33.73166666666667,16.673333333333332,14.618333333333334,3.56,2.2916666666666665,15.44,0.0,6.0
929,2982,38.0,0.0,1,18,34.26,28.66,26.85,5.76,4.47,0.0,0.0,0.0,1.0
930,2983,44.75,7.274999999999999,6,10,8.7975,48.4675,33.455,6.702500000000001,2.3675,0.2075,0.0,0.0,4.0
936,2997,41.5,1.695,7,10,15.425,35.675,23.8775,19.4075,0.0,5.615,0.0,0.0,4.0
937,3001,31.0,6.8475,1,12,28.915,28.4475,33.8,4.55,4.29,0.0,0.0,0.0,4.0
951,3055,31.25,11.275,6,0,29.8475,39.71,11.4175,3.0975,6.639999999999999,1.365,7.92,0.0,4.0
956,3072,67.0,3.985,3,18,30.6325,37.29,25.6675,5.137499999999999,0.0,0.0,0.0,1.275,4.0
976,3127,30.666666666666668,6.803333333333334,1,4,12.833333333333334,68.71333333333334,14.21,1.4416666666666669,2.803333333333333,0.0,0.0,0.0,6.0
980,3149,58.66666666666666,10.793333333333331,5,0,29.39333333333333,28.916666666666668,19.28333333333333,19.05,1.7666666666666666,0.0,0.0,0.0,3.0
985,3178,38.8,12.766,7,22,12.544,26.04,25.296,13.972,15.05,0.0,7.098000000000001,0.0,5.0
986,3183,82.0,0.305,3,23,32.915,52.035,6.095,7.550000000000001,1.405,0.0,0.0,0.0,2.0
994,3207,33.5,10.745,6,13,16.47,35.525,26.79,21.215,0.0,0.0,0.0,0.0,2.0
1007,3245,21.75,2.4325,1,22,26.675,30.8825,26.4125,11.87,1.1125,3.0475,0.0,0.0,4.0
1009,3250,61.71428571428572,4.812857142857142,2,8,33.277142857142856,29.95142857142857,14.328571428571433,18.038571428571423,0.0,4.404285714285714,0.0,0.0,7.0
1010,3257,9.0,4.59,2,23,38.33,61.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1011,3258,31.6,3.4200000000000004,7,22,27.064000000000004,30.854,22.270000000000003,7.465999999999999,7.74,1.404,3.204,0.0,5.0
1017,3270,39.75,5.217499999999999,2,11,11.96,69.2025,4.445,12.6925,1.7025,0.0,0.0,0.0,4.0
1036,3326,28.285714285714285,4.754285714285714,1,19,22.641428571428573,33.78285714285714,20.077142857142857,18.481428571428573,4.075714285714286,0.9414285714285714,0.0,0.0,7.0
1046,3375,17.5,8.71,5,10,9.73,54.635000000000005,11.79,13.165,0.0,0.0,10.675,0.0,2.0
1075,3434,28.0,9.6925,1,15,28.37875,56.2075,6.04875,7.909999999999999,0.0,0.0,0.8599999999999999,0.5925,8.0
1082,3454,26.0,13.69,7,20,9.48,41.86,0.0,40.96,4.85,2.85,0.0,0.0,1.0
1094,3490,57.5,4.199999999999999,3,23,28.275,46.47,9.4,13.905,1.94,0.0,0.0,0.0,2.0
1095,3492,37.0,0.8,3,18,15.42,47.81,28.47,8.31,0.0,0.0,0.0,0.0,1.0
1097,3510,22.33333333333333,2.17,7,23,13.92,46.88,26.10333333333333,13.103333333333332,0.0,0.0,0.0,0.0,3.0
1100,3517,19.166666666666668,9.348333333333334,2,21,24.426666666666662,43.57833333333334,7.794999999999999,9.51,13.863333333333337,0.0,0.0,0.0,6.0
1110,3539,29.0,5.69,1,19,18.94,58.38,12.46,10.22,0.0,0.0,0.0,0.0,1.0
1118,3552,34.75,5.9075,4,21,5.135,31.81,34.190000000000005,7.699999999999999,8.495,0.0,12.6625,0.0,4.0
1129,3577,40.333333333333336,2.5966666666666667,1,23,21.01,69.02333333333333,6.66,2.393333333333333,0.91,0.0,0.0,0.0,3.0
1133,3592,34.0,12.33,6,1,9.05,81.86,7.02,2.07,0.0,0.0,0.0,0.0,1.0
1146,3621,30.5,3.585,5,8,57.225,32.355000000000004,6.385000000000001,0.0,4.035,0.0,0.0,0.0,2.0
1150,3635,30.0,4.745,6,23,19.915000000000003,40.655,14.83,16.595,8.004999999999999,0.0,0.0,0.0,2.0
1151,3637,26.4,5.0520000000000005,3,8,14.458000000000002,38.982,30.534,11.956,3.79,0.282,0.0,0.0,5.0
1154,3645,37.0,15.36,2,11,50.56,33.49,12.47,0.0,3.48,0.0,0.0,0.0,1.0
1164,3674,44.0,4.43,7,19,20.43,29.26,11.85,4.92,31.73,0.0,1.82,0.0,1.0
1172,3688,24.0,0.0,4,12,32.39,66.61,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1173,3689,43.75,8.86,4,22,27.545,27.1875,34.7225,5.77,3.2975,0.14,1.335,0.0,4.0
1179,3708,31.714285714285715,4.528571428571429,3,14,10.668571428571427,37.20428571428572,19.879999999999995,12.224285714285712,1.0857142857142856,2.0742857142857143,16.860000000000003,0.0,7.0
1184,3723,10.857142857142858,11.415714285714287,3,19,11.662857142857144,34.762857142857136,33.9,15.18,4.4957142857142856,0.0,0.0,0.0,7.0
1188,3737,31.5,14.005,1,22,17.62,32.415,9.16,25.845,11.81,0.0,3.16,0.0,2.0
1191,3743,37.0,3.775,3,15,16.93,27.55,44.15,5.43,0.0,0.0,5.94,0.0,2.0
1194,3747,46.0,4.79,3,21,25.41,53.12,18.98,2.49,0.0,0.0,0.0,0.0,1.0
1208,3778,28.33333333333333,4.761666666666667,5,22,28.83333333333334,60.546666666666674,1.08,3.905,5.635000000000001,0.0,0.0,0.0,6.0
1211,3790,43.8,1.428,2,8,44.68,35.85,16.368000000000002,2.162,0.94,0.0,0.0,0.0,5.0
1216,3805,29.0,15.11,3,13,33.57,56.17,7.16,0.0,3.1,0.0,0.0,0.0,1.0
1220,3815,50.5,1.77,2,11,17.130000000000003,45.79,17.11,5.505,14.465,0.0,0.0,0.0,2.0
1229,3828,52.333333333333336,1.2133333333333336,6,15,11.403333333333334,50.24666666666667,19.086666666666662,16.713333333333335,1.1766666666666663,0.0,1.37,0.0,3.0
1241,3867,39.5,4.1,2,17,3.515,43.72,12.7225,8.3675,4.1850000000000005,0.0,27.49,0.0,4.0
1249,3891,48.0,8.13,5,20,13.72,49.87,4.06,1.55,0.0,0.0,30.81,0.0,1.0
1250,3892,48.0,2.73,3,23,20.18,67.89,7.88,4.04,0.0,0.0,0.0,0.0,1.0
1264,3924,33.75,4.2125,7,19,3.5,60.4975,29.1425,5.24,0.0,0.0,1.625,0.0,4.0
1281,4002,41.0,3.146,7,10,11.414,50.492,23.102,4.62,3.3920000000000003,0.0,0.0,6.984,5.0
1284,4015,45.0,7.23,2,22,16.22,34.51,7.36,1.92,5.42,0.0,34.58,0.0,1.0
1289,4032,28.857142857142858,5.077142857142857,6,13,38.48857142857143,27.467142857142857,18.86714285714286,2.63,2.6557142857142857,6.847142857142857,3.044285714285714,0.0,7.0
1295,4060,33.333333333333336,2.2466666666666666,1,14,18.56,44.46,19.05666666666667,6.423333333333333,11.503333333333332,0.0,0.0,0.0,3.0
1304,4085,34.857142857142854,4.789999999999999,1,17,21.055714285714288,33.58,33.54571428571428,9.904285714285717,1.91,0.0,0.0,0.0,7.0
1312,4105,17.0,0.0,4,12,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1317,4110,56.0,7.92,7,20,29.28,40.68,2.65,27.39,0.0,0.0,0.0,0.0,1.0
1354,4200,104.83333333333331,6.718333333333334,2,13,13.431666666666665,28.855,11.875,5.541666666666667,5.483333333333334,14.94,19.875,0.0,6.0
1369,4253,39.66666666666666,1.5133333333333334,4,13,23.203333333333333,50.04666666666666,11.966666666666669,6.326666666666667,8.26,0.1999999999999999,0.0,0.0,3.0
1376,4265,32.0,3.85,2,9,7.64,35.38,30.11,26.87,0.0,0.0,0.0,0.0,1.0
1385,4284,38.333333333333336,22.10666666666667,1,23,7.633333333333333,49.95,10.376666666666669,21.706666666666667,0.0,0.0,10.336666666666668,0.0,3.0
1394,4300,38.8,10.622000000000002,2,5,27.379999999999995,46.696,16.156,9.232,0.0,0.534,0.0,0.0,5.0
1400,4321,31.0,17.337142857142858,1,10,22.932857142857134,31.58571428571429,30.214285714285715,1.7857142857142858,3.735714285714285,0.0,9.745714285714286,0.0,7.0
1404,4333,60.0,4.408888888888889,7,22,15.837777777777776,67.39888888888889,10.712222222222222,5.578888888888889,0.4711111111111111,0.0,0.0,0.0,9.0
1405,4342,31.33333333333333,5.6066666666666665,5,11,23.12,33.11333333333334,25.73333333333333,13.683333333333332,3.0066666666666664,1.336666666666667,0.0,0.0,3.0
1410,4372,38.0,2.51,4,15,24.48,61.4,12.49,1.63,0.0,0.0,0.0,0.0,1.0
1420,4395,92.85714285714286,5.522857142857142,4,2,18.12,34.13285714285714,25.02857142857143,10.05714285714286,4.61,1.2128571428571429,6.65,0.0,7.0
1422,4407,40.0,6.306666666666668,6,10,20.10333333333333,49.61666666666667,24.736666666666668,0.7000000000000001,4.846666666666667,0.0,0.0,0.0,3.0
1426,4415,25.0,3.74,2,22,35.95,29.505000000000003,29.735,4.805,0.0,0.0,0.0,0.0,2.0
1435,4430,22.0,6.7250000000000005,1,18,27.235,44.14,5.755,2.41,20.46,0.0,0.0,0.0,2.0
1437,4434,34.375,7.79,3,2,21.793750000000003,56.925,6.49375,3.44875,10.3475,0.99,0.0,0.0,8.0
1440,4447,44.0,13.47,3,2,25.41,30.105,10.97,33.515,0.0,0.0,0.0,0.0,2.0
1444,4455,56.0,3.37,4,13,13.42,23.46,36.26,1.93,1.95,0.0,22.97,0.0,1.0
1455,4470,52.333333333333336,23.536666666666665,4,18,19.066666666666663,33.98666666666667,36.45666666666667,2.373333333333333,0.0,0.0,8.113333333333333,0.0,3.0
1474,4526,18.33333333333333,12.268333333333333,3,8,7.923333333333333,31.843333333333334,36.973333333333336,6.02,0.6733333333333333,1.76,14.806666666666668,0.0,6.0
1484,4550,84.0,8.06,7,19,14.58,45.52,6.23,10.44,4.42,0.0,18.81,0.0,1.0
1501,4578,93.25,12.5775,2,16,15.0125,44.1625,18.905,8.94,6.6175,4.05,2.31,0.0,4.0
1511,4595,62.0,34.17,1,11,45.66,31.0,17.6,0.0,0.0,0.0,5.75,0.0,1.0
1512,4596,45.375,3.19125,3,10,18.68125,59.916250000000005,7.08375,8.309999999999999,4.15875,1.84875,0.0,0.0,8.0
1517,4608,60.0,4.09,1,21,30.54,27.13,15.42,10.13,14.34,0.0,0.0,2.44,1.0
1520,4611,30.0,47.87,5,11,60.34,33.36,6.3,0.0,0.0,0.0,0.0,0.0,1.0
1522,4615,36.5,2.408333333333333,3,10,10.94,39.673333333333325,1.38,47.36833333333334,0.6366666666666666,0.0,0.0,0.0,6.0
1553,4662,105.0,9.79,1,4,9.92,28.45,29.21,20.74,11.68,0.0,0.0,0.0,1.0
2,23,26.0,2.97,6,23,24.1,22.29,38.69,14.92,0.0,0.0,0.0,0.0,1.0
5,76,21.0,11.76,2,23,6.84,0.0,24.02,26.87,10.21,0.0,32.06,0.0,1.0
11,113,46.8,17.497999999999998,1,11,31.646000000000004,5.223999999999999,4.274,12.878,5.016,3.686,36.898,0.0,5.0
14,128,33.285714285714285,3.36,7,22,40.201428571428565,18.102857142857143,12.04857142857143,14.247142857142856,10.541428571428572,0.0,4.855714285714285,0.0,7.0
20,146,48.0,3.94,2,9,30.215,13.69,21.270000000000003,20.725,0.0,7.99,6.115,0.0,2.0
21,148,19.0,0.7875000000000001,3,20,28.737500000000004,0.0,30.5525,34.2,5.6425,0.0,0.8675,0.0,4.0
22,152,31.5,2.1025,7,16,18.39,20.7125,21.3475,17.497500000000002,16.214999999999996,3.7,2.135,0.0,4.0
24,157,14.0,7.49,1,11,67.74,0.0,0.0,32.26,0.0,0.0,0.0,0.0,1.0
25,158,32.75,4.8975,2,19,14.43,24.8275,21.915,23.435,10.2825,5.115,0.0,0.0,4.0
27,163,24.0,2.811666666666667,1,20,30.25833333333333,22.345,41.376666666666665,5.328333333333333,0.6916666666666668,0.0,0.0,0.0,6.0
29,171,39.66666666666666,7.77,5,12,18.225,13.985,15.951666666666666,20.13833333333333,4.751666666666666,0.0,26.94666666666667,0.0,6.0
30,177,26.0,9.91,3,19,82.54,0.0,0.0,17.46,0.0,0.0,0.0,0.0,1.0
31,178,53.5,4.85,7,19,25.7,23.32,21.485,15.395,6.17,7.925,0.0,0.0,2.0
32,180,80.0,2.78,1,23,23.13,17.26,40.4,6.15,4.68,5.16,3.2,0.0,1.0
33,181,30.6,4.542,1,21,22.020000000000003,26.048,28.656,16.892,4.79,0.0,1.59,0.0,5.0
35,187,31.0,2.9325,2,20,34.12,0.0,31.1375,34.7425,0.0,0.0,0.0,0.0,4.0
36,191,42.0,7.48,2,8,28.01,6.23,30.64,20.6,14.52,0.0,0.0,0.0,1.0
44,219,51.0,0.0,7,18,60.78,0.0,7.08,0.0,0.0,0.0,32.14,0.0,1.0
47,224,39.0,1.09,7,18,15.04,18.39,45.89,17.33,3.35,0.0,0.0,0.0,1.0
64,316,28.0,13.05,7,14,24.45,0.0,29.22,19.09,23.12,0.0,4.11,0.0,1.0
68,335,71.75,9.357500000000002,7,23,56.11,17.752499999999998,17.4925,5.757499999999999,2.2375,0.0,0.6475,0.0,4.0
